size_order,label,nominal_seed,run_id,attempt_rank,observed_segment_rank,jid,wandb_run_id,wandb_state,segment_role,global_step,step_loss,progress,target_step,cross_seed_restore
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,7210,0.8882903456687927,0.6800603659686851,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,7390,0.8915457129478455,0.6970382946613847,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,7580,0.8856453895568848,0.7149594416147896,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,7770,0.8695260882377625,0.7328805885681947,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,7960,0.8949483036994934,0.7508017355215997,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,8130,0.8720601201057434,0.7668364459535937,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,8310,0.8869593739509583,0.7838143746462931,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,8500,0.8793789744377136,0.8017355215996982,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,8610,0.8753654360771179,0.812110922467459,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,8800,0.8753325343132019,0.8300320694208639,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,8990,0.8577303886413574,0.847953216374269,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,9180,0.8703322410583496,0.865874363327674,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,9370,0.8593859076499939,0.883795510281079,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,9550,0.8638541102409363,0.9007734389737785,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,9740,0.8804950714111328,0.9186945859271836,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,9920,0.8526029586791992,0.935672514619883,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,10100,0.8687770962715149,0.9526504433125825,10602,False
0,0p2M,137,0p2M-s137,7,0,j4499073,1txg2mng,crashed,crashed_pre_resume,10280,0.8686953783035278,0.9696283720052821,10602,False
0,0p2M,137,0p2M-s137,9,1,j4507403,4ypok8xs,finished,final,9610,0.8638986945152283,0.9064327485380117,10602,False
0,0p2M,137,0p2M-s137,9,1,j4507403,4ypok8xs,finished,final,9760,0.8613171577453613,0.9205810224485946,10602,False
0,0p2M,137,0p2M-s137,9,1,j4507403,4ypok8xs,finished,final,9930,0.8699553608894348,0.9366157328805885,10602,False
0,0p2M,137,0p2M-s137,9,1,j4507403,4ypok8xs,finished,final,10100,0.8687402009963989,0.9526504433125825,10602,False
0,0p2M,137,0p2M-s137,9,1,j4507403,4ypok8xs,finished,final,10280,0.8686179518699646,0.9696283720052821,10602,False
0,0p2M,137,0p2M-s137,9,1,j4507403,4ypok8xs,finished,final,10470,0.8630966544151306,0.987549518958687,10602,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1010,1.0537880659103394,0.05428940012900452,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1130,1.0335910320281982,0.06073962588690604,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1250,1.001989722251892,0.06718985164480756,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1380,0.9647876620292664,0.07417759621586756,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1500,0.9542919397354126,0.08062782197376908,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1620,0.9093026518821716,0.0870780477316706,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1740,0.9051566123962402,0.09352827348957214,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1860,0.90531724691391,0.09997849924747367,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,1980,0.8985502123832703,0.10642872500537519,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2100,0.9184403419494628,0.11287895076327671,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2180,0.8942055106163025,0.1171791012685444,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2310,0.8731371164321899,0.12416684583960438,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2440,0.8880085945129395,0.13115459041066438,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2560,0.8507961630821228,0.1376048161685659,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2690,0.8555922508239746,0.1445925607396259,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2810,0.8603513836860657,0.15104278649752742,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,2940,0.8634708523750305,0.1580305310685874,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,3060,0.8484458923339844,0.16448075682648894,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,3180,0.8320338129997253,0.17093098258439046,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,3300,0.8232704997062683,0.17738120834229198,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,3420,0.8189738392829895,0.1838314341001935,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,3540,0.8207769393920898,0.19028165985809503,18604,False
1,1M,5,1M-s5,4,0,j4499264,i2xv0x67,crashed,crashed_pre_resume,3660,0.835133969783783,0.19673188561599655,18604,False
